dept,city,state,address_or_intersection,charge_code,cross_street,date,encounter_type,incident_id,incident_reason,latitude,longitude,number_of_suspects,number_officers_involved,officer_age,officer_death,officer_ethnicity,officer_gender,officer_id,officer_injured,officer_injuries_detail,officer_race,officer_yrs_experience,reason_for_force,reason_for_force_detailed,search_conducted,search_conducted_person,search_conducted_vehicle,search_reason,subject_age,subject_death,subject_description,subject_gender,subject_id,subject_injured,subject_injuries_detail,subject_priors,subject_race,subject_weapon_possessed,suspected_crime_type,suspected_crime_type_detailed,type_of_force_used,weapon_or_tool_used
23-00089,Indianapolis,IN,,,,2018-04-07 00:00:00,,307b0eabc264c24488c23458427fa8c4,Call For Service,,,,,46,,,Male,82bb75be7aebafc6fbdb0a2adf4f54b1,,Minor Scrapes,White,15,Non-Compliant,,,,,,61,,,Male,,FALSE,,,White,,Public Intoxication,,Less Lethal-CS/OC,
23-00089,Indianapolis,IN,,,,2015-10-11 00:00:00,,911eb46500ed6b810a839231481e9ab1,Self-Initiated Activity,,,,,42,,,Male,5e9600b4d69b42445776f3393efd47cd,,,White,8,Non-Compliant,,,,,,31,,,Male,,FALSE,No injuries noted or visible,,White,,Public Intoxication,,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2018-01-18 00:00:00,,1b129f8f65f141adfe3875868f12d732,Request For PSD,,,,,39,,,Male,ad10bd915e9346169a0f0422affd24b8,,,White,15,Non-Compliant,,,,,,21,,,Male,,TRUE,Canine Bite,,White,,Joyriding,,Canine Bite,
23-00089,Indianapolis,IN,,,,2017-10-25 00:00:00,,dc3980a60b8a0b64df38f8303c8182ea,Arrest,,,,,31,,,Male,0bd5c734238622e1faa1beda5588c3ef,,No injuries noted or visible,White,2,Resisting Arrest,,,,,,25,,,Male,,TRUE,Major Bleeding,,Black,,Theft/Receiving Stolen Property,,Physical-Fist Strike,
23-00089,Indianapolis,IN,,,,2014-08-20 00:00:00,,f971b391a8bd7a2236b9f3d7018eecc3,Call For Service,,,,,36,,,Female,5581d0ab4b0d7c53c6824fe4e19af096,,,White,6,Resisting Arrest,,,,,,14,,,Female,,FALSE,No injuries noted or visible,,Black,,Battery by Bodily Waste,,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2016-04-13 00:00:00,,dbe5ce6328d8c78cd0939617acec5e53,Call For Service,,,,,30,,,Male,44ee8a4fce70dc8ea170888a1fcdbd0d,,No injuries noted or visible,White,7,Non-Compliant,,,,,,15,,,Female,,FALSE,No injuries noted or visible,,White,,Immediate Detention,,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2017-10-05 00:00:00,,c22b2723b4b16648214ea7099336bd5b,Arrest,,,,,39,,,Male,1a78bfe3846654a30f02cbc1f635905f,,,White,11,Resisting Arrest,,,,,,48,,,Female,,FALSE,,,Bi-Racial,,,,Physical-Leg Sweep,
23-00089,Indianapolis,IN,,,,2016-02-06 00:00:00,,12896d6e4c86dc28b31beeffb719bdc6,Arrest,,,,,35,,,Male,e6c1934a0aa43beb24c7345215ae288e,,Minor Scrapes,White,6,Combative Suspect,,,,,,17,,,Male,,TRUE,Laceration,,Black,,Battery (M),,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2016-02-23 00:00:00,,777dc29772cd86f08cdc3e752b1016bd,Arrest,,,,,32,,,Male,9b3ede0eeb904caef2516f26d710e5fb,,,White,6,Resisting Arrest,,,,,,17,,,Male,,FALSE,,,White,,Resisting Law Enforcement (M),,Physical-Other,
23-00089,Indianapolis,IN,,,,2018-05-06 00:00:00,,ce7417b8d900bef221d20f9e574b11b7,Call For Service,,,,,25,,,Male,782e12eaeffa65ec5eae0da76d78b2ee,,No injuries noted or visible,White,,Non-Compliant,,,,,,19,,,Male,,FALSE,No injuries noted or visible,,White,,Possession of Paraphernalia,,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2017-03-25 00:00:00,,ccc057c1af4147aa939b5e82f06bed4e,Call For Service,,,,,45,,,Male,7dbc981949703f8d9eb0cc2b617cd844,,Complaint of Pain,White,9,Non-Compliant,,,,,,25,,,Male,,FALSE,,,Black,,,,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,2016-10-19 00:00:00,,1c91bc1b1e3140ee31782749e3df24fb,Arrest,,,,,49,,,Male,30f34b8a0f288fc1270e306627b42e8c,,No injuries noted or visible,White,16,Combative Suspect,,,,,,29,,,Male,,FALSE,No injuries noted or visible,,Black,,Battery (M),,Physical-Other,
23-00089,Indianapolis,IN,,,,2014-12-31 00:00:00,,265107864c65451bb35cf23696bbfe9a,Arrest,,,,,38,,,Male,642740db610740835fad17d451992e20,,,White,6,Combative Suspect,,,,,,24,,,Male,,TRUE,Minor Bleeding,,White,,Aggravated Assault,,"Physical-Hands, Fist, Feet",
23-00089,Indianapolis,IN,,,,2015-04-24 00:00:00,,daf4a24d24b27eac9c5e5fda6a159785,Call For Service,,,,,36,,,Male,e0578a52e2611cccf04fa74dafbae15a,,,White,7,Combative Suspect,,,,,,16,,,Male,,FALSE,,,Bi-Racial,,Resisting Law Enforcement (M),,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,2017-04-07 00:00:00,,349104b0255482f6dcc049290dd8904d,Arrest,,,,,48,,,Male,a2b44293d9f009367352caba9945c0a0,,No injuries noted or visible,White,24,Resisting Arrest,,,,,,38,,,Male,,FALSE,Complaint of Pain,,Black,,Possession of Marijuana/Hash (M),,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,2017-06-15 00:00:00,,434830b20c47c0e2946fe2cf889a3bfa,SWAT Incident,,,,,33,,,Male,18fb81178edaf4ce7887a0b3446c1da2,,,White,7,Non-Compliant,,,,,,23,,,Male,,TRUE,Minor Bleeding,,Bi-Racial,,Invasion of Privacy,,Less Lethal-Burning CS,
23-00089,Indianapolis,IN,,,,2016-11-26 00:00:00,,455668dad896be3c0a0bf4bc73aa9931,Arrest,,,,,32,,,Male,475fda8d928fc239652dadf7d09ee7db,,No injuries noted or visible,White,1,Combative Suspect,,,,,,68,,,Male,,FALSE,Minor Scrapes,,Hispanic,,Violation of Protective Order (M),,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,2015-04-23 00:00:00,,49a21c679bffc0024ef84d1c95051bc5,Investigation,,,,,40,,,Male,bb68927c4f6cc615c71a2137df940617,,Laceration,White,12,Combative Suspect,,,,,,41,,,Male,,FALSE,Laceration,,White,,Resisting Law Enforcement (F),,Physical-Fist Strike,
23-00089,Indianapolis,IN,,,,2015-07-21 00:00:00,,98008e28976d1ae16feb4dc5eee9f65c,Self-Initiated Activity,,,,,28,,,Male,a285438264c328a6b26da19b4e599d41,,,White,6,Resisting Arrest,,,,,,20,,,Male,,TRUE,Minor Bleeding,,White,,Resisting Law Enforcement (F),,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2017-10-08 00:00:00,,fc2c270d82fd0d7d48ed5214643b1848,Call For Service,,,,,28,,,Male,049821218c9ff9398c58dddc3d9af25a,,Minor Scrapes,White,3,Non-Compliant,,,,,,19,,,Male,,FALSE,,,Black,,Immediate Detention,,Physical-Leg Sweep,
23-00089,Indianapolis,IN,,,,2016-04-17 00:00:00,,fa696aac5706aa20628aadb33dae6288,Arrest,,,,,32,,,Male,1c7f47d40cfd481c849109b068377153,,No injuries noted or visible,White,6,Fleeing,,,,,,37,,,Male,,FALSE,No injuries noted or visible,,Black,,Resisting Law Enforcement (M),,Less Lethal-Taser,
23-00089,Indianapolis,IN,,,,2014-10-25 00:00:00,,5430b71f5a0b630b872bbd8180cd1b41,Arrest,,,,,32,,,Male,b4f6d80bd18d118cbb430287f2cd107e,,,White,7,Combative Suspect,,,,,,41,,,Male,,TRUE,loss of skin,,Black,,Public Intoxication,,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2017-08-16 00:00:00,,f7a712d6ac63ae23375899e173cf7cdd,Call For Service,,,,,33,,,Female,742c95df99678437811e09f0766e8777,,No injuries noted or visible,White,9,Combative Suspect,,,,,,31,,,Male,,TRUE,No injuries noted or visible,,Black,,Immediate Detention,,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,2018-03-30 00:00:00,,cec61d47057ed743070cf99ae5e2e19f,Investigation,,,,,31,,,Male,39acfc90cb6f7a2ab095a028e30498aa,,No injuries noted or visible,White,2,Resisting Arrest,,,,,,27,,,Male,,FALSE,No injuries noted or visible,,Black,,Possession of Marijuana/Hash (M),,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2017-03-03 00:00:00,,7c0353f3a508eb9b15cfde80b2167378,Call For Service,,,,,32,,,Male,be849491c32f021b09d0dffb7f9054c4,,,White,9,Assaulting Citizen(s),,,,,,28,,,Male,,FALSE,No injuries noted or visible,,White,,,,Less Lethal-Taser,
23-00089,Indianapolis,IN,,,,2017-04-10 00:00:00,,57e5efe0abe66aa356ee6dfce572a15d,Investigation,,,,,35,,,Male,aa29846fabf31a93564d78e1c909eeae,,Swelling,White,7,Assaulting Officer(s),,,,,,33,,,Male,,TRUE,Minor Bleeding,,White,,Public Intoxication,,Physical-Fist Strike,
23-00089,Indianapolis,IN,,,,2017-11-08 00:00:00,,7add2d581f1b6cab768da07d000f9cd2,Arrest,,,,,27,,,Male,c1c5503e3de98f2c2a97552eec4881eb,,,White,2,Resisting Arrest,,,,,,40,,,Male,,TRUE,Minor Bleeding,,Black,,Public Intoxication,,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2017-03-05 00:00:00,,651dc73e454be16139b34657b14101bb,Arrest,,,,,25,,,Male,92a4f66645c5666b46ac4c817ac0dc43,,torn rotator cuff,White,1,Resisting Arrest,,,,,,51,,,Male,,TRUE,,,White,,Possession of Marijuana/Hash (M),,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2016-08-04 00:00:00,,2a27af1ccbf1504628b81f1eb2405e4b,Call For Service,,,,,24,,,Female,a5a7a38f13b8750e7472547e8e184b4c,,No injuries noted or visible,White,1,Resisting Arrest,,,,,,24,,,Female,,FALSE,Minor Scrapes,,White,,Intimidation,,Physical-Other,
23-00089,Indianapolis,IN,,,,2016-10-02 00:00:00,,2e07285e87c31a98c0927a31ccacacf3,Call For Service,,,,,29,,,Male,c8639299f781df7499de14772d3697ef,,Complaint of Pain,White,7,Assaulting Officer(s),,,,,,17,,,Male,,TRUE,Swelling,,White,,Resisting Law Enforcement (M),,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,2018-04-17 00:00:00,,2c12a3ebc84fe80ea812107a8d16cbf6,Arrest,,,,,26,,,Male,215d699b111f36cf70258af6fd2cd5c7,,No injuries noted or visible,White,2,Non-Compliant,,,,,,22,,,Male,,FALSE,No injuries noted or visible,,White,,Resisting Law Enforcement (M),,Physical-Fist Strike,
23-00089,Indianapolis,IN,,,,2015-05-17 00:00:00,,f6d29b165ba9397714c3e7b15de267a4,Investigation,,,,,27,,,Male,7792d6e6e2948cb6f7849f878b7f296d,,No injuries noted or visible,White,0,Combative Suspect,,,,,,40,,,Male,,FALSE,No injuries noted or visible,,Black,,Resisting Law Enforcement (M),,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2017-11-06 00:00:00,,7428c6e53d0919200a2697b91f438694,Arrest,,,,,38,,,Male,aa227942440e456a0b59a68872b9f23c,,,White,14,Resisting Arrest,,,,,,29,,,Male,,TRUE,Swelling,,White,,Leaving the Scene of a PD Crash,,Physical-Knee Strike,
23-00089,Indianapolis,IN,,,,2015-08-28 00:00:00,,37790167e404b0622e826dcf24ad7648,Arrest,,,,,35,,,Female,bd56d68f2c370fba6f040deaaa592ac9,,No injuries noted or visible,White,9,Combative Suspect,,,,,,25,,,Female,,TRUE,Laceration,,White,,Domestic Battery (M),,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,2015-08-09 00:00:00,,c501f2834585964e79888a9f5bc743aa,Arrest,,,,,38,,,Female,1b4f9b6935c2dd059425b3754ff9331f,,,White,5,Resisting Arrest,,,,,,38,,,Male,,FALSE,No injuries noted or visible,,White,,Resisting Law Enforcement (M),,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2015-12-18 00:00:00,,0c3d5f508772a7bb80417c49fcec76d1,Investigation,,,,,24,,,Male,931e00eb92582aa30e61a63ba74fee9b,,,Hispanic,1,Resisting Arrest,,,,,,17,,,Male,,FALSE,,,Black,,Possession of Paraphernalia,,Physical-Knee Strike,
23-00089,Indianapolis,IN,,,,2018-02-07 00:00:00,,aa5cfff646fd32ef52d26a05fdb2dcda,Investigation,,,,,35,,,Male,d8f5c4644a53e809ccb56ccfca95f019,,,White,3,Non-Compliant,,,,,,23,,,Male,,FALSE,No injuries noted or visible,,White,,,,Less Lethal-Other,
23-00089,Indianapolis,IN,,,,2016-11-14 00:00:00,,5d17ba5ff152a650ae904fb5bab67c44,Arrest,,,,,37,,,Male,d4ec041a3cb4e12c28af6794c1c62ebd,,,White,12,Resisting Arrest,,,,,,15,,,Female,,FALSE,No injuries noted or visible,,Black,,Resisting Law Enforcement (M),,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,2016-07-14 00:00:00,,a00380ae700bde11ba6f214b6589be13,Arrest,,,,,40,,,Male,950d49759ea58670b7c0f0e53056b3d3,,,White,8,Combative Suspect,,,,,,39,,,Male,,TRUE,,,Black,,,,,
23-00089,Indianapolis,IN,,,,2015-02-05 00:00:00,,2edc41dae817c713df8dfed43bae1ab4,Investigation,,,,,39,,,Male,3c385e81deb78f50677d92c752a1633e,,Bruising,White,14,Resisting Arrest,,,,,,20,,,Male,,TRUE,Minor Bleeding,,Black,,Battery (F),,Physical-Palm Strike,
23-00089,Indianapolis,IN,,,,2016-03-25 00:00:00,,dfd42531853c50e71b7763fb059427ef,Call For Service,,,,,42,,,Male,5e9600b4d69b42445776f3393efd47cd,,,White,9,Non-Compliant,,,,,,58,,,Male,,FALSE,,,White,,Public Intoxication,,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2017-08-22 00:00:00,,da6012f31f2608bb849f8e73a3136268,Off-Duty Employment,,,,,47,,,Male,3c6983fa2c72ed419d9d374baefb1c9a,,No injuries noted or visible,White,13,Non-Compliant,,,,,,15,,,Male,,FALSE,No injuries noted or visible,,Black,,Resisting Law Enforcement (M),,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2016-11-24 00:00:00,,ab5977da05386520eafb1960a2db630d,Assisting a Citizen,,,,,32,,,Male,bbb99b457fe67953655818b9beed9c3c,,,White,1,Non-Compliant,,,,,,,,,,,TRUE,,,,,,,,
23-00089,Indianapolis,IN,,,,2017-06-17 00:00:00,,0bde484a311d9cc9bf37352f4f5e938e,Arrest,,,,,43,,,Male,5278b3170f32457b068e859fda91ce46,,No injuries noted or visible,White,11,Resisting Arrest,,,,,,54,,,Male,,FALSE,No injuries noted or visible,,Black,,Public Intoxication,,Less Lethal-CS/OC,
23-00089,Indianapolis,IN,,,,2016-11-24 00:00:00,,3468b24b9f07f9a06ac729c9b8be364c,Call For Service,,,,,37,,,Male,275235ddff072e560fe3293ec2235977,,No injuries noted or visible,White,13,Combative Suspect,,,,,,21,,,Female,,FALSE,No injuries noted or visible,,Black,,Immediate Detention,,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2017-07-26 00:00:00,,e11e62aad718fa49076f0c9bdc36821b,Arrest,,,,,32,,,Male,0d7a8f01ea051a9858fd3befa4271fca,,Complaint of Pain,White,2,Resisting Arrest,,,,,,29,,,Male,,FALSE,Minor Scrapes,,White,,Resisting Law Enforcement (M),,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2017-02-01 00:00:00,,10d062980edb1276b83624071a710090,Arrest,,,,,41,,,Male,1f3f795a592e7f0e10bcd89029d3ad3d,,,White,14,Combative Suspect,,,,,,43,,,Male,,TRUE,Minor Bleeding,,White,,Theft/Receiving Stolen Property,,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2017-10-14 00:00:00,,d63f41407f05610f4c7e29e6232964ae,Arrest,,,,,28,,,Male,991da6e9b7ac54b55c32d07598ef2071,,,White,2,Combative Suspect,,,,,,21,,,Male,,FALSE,No injuries noted or visible,,White,,Public Intoxication,,Physical-Leg Sweep,
23-00089,Indianapolis,IN,,,,2016-01-12 00:00:00,,ba9d141b4dad65bf4a9f9c3acf218c4a,Arrest,,,,,49,,,Male,362ec9260b48c46b537e699ff708fa8a,,No injuries noted or visible,White,27,Resisting Arrest,,,,,,25,,,Female,,FALSE,No injuries noted or visible,,White,,Resisting Law Enforcement (M),,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2017-08-24 00:00:00,,77dd7c47c4cf4031eb846b7ff63c2506,Call For Service,,,,,30,,,Male,79c6d2724e224310504b17b2a7b700e2,,Complaint of Pain,Hispanic,1,Non-Compliant,,,,,,43,,,Male,,TRUE,Minor Scrapes,,Black,,Resisting Law Enforcement (F),,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,2015-07-11 00:00:00,,12fc4d332cff9d24eb8111605d01270b,Arrest,,,,,41,,,Male,5996a2505aa0b4dede56739c1d33af20,,Abrasion to forehead,White,7,Resisting Arrest,,,,,,36,,,Male,,FALSE,No injuries noted or visible,,Black,,Battery (F),,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2017-08-04 00:00:00,,897a2744f41256b49743953915dad783,Arrest,,,,,32,,,Male,a4555ab4905cda5e4a1430a69a0afdcd,,,White,7,Non-Compliant,,,,,,34,,,Male,,TRUE,Minor Scrapes,,White,,,,Physical-Joint/Pressure,
23-00089,Indianapolis,IN,,,,2014-10-16 00:00:00,,53cfbf62ef831372c39017eec0d7ad13,Self-Initiated Activity,,,,,40,,,Male,7498d355619d0f820426975e4fb8fda0,,Internal Pain/Discomfort,White,15,Resisting Arrest,,,,,,36,,,Female,,TRUE,Minor Bleeding,,White,,Battery (F),,Physical-Joint/Pressure,
23-00089,Indianapolis,IN,,,,2017-12-21 00:00:00,,3ea5ac551a36eb2c07e744d04a63a561,Call For Service,,,,,54,,,Male,f99823feb2f33d3460b9985442714984,,No injuries noted or visible,Black,27,Assaulting Officer(s),,,,,,35,,,Male,,FALSE,Complaint of Pain,,White,,Immediate Detention,,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2015-07-20 00:00:00,,e09b2f826d03e5232b3305302cf6445e,Arrest,,,,,41,,,Male,e42ad8824bed52d348b4ca606c8e8be6,,,White,12,Fleeing,,,,,,,,,Male,,FALSE,No injuries noted or visible,,,,,,Physical-Leg Sweep,
23-00089,Indianapolis,IN,,,,2018-01-31 00:00:00,,e6a0827ec3cb73856a39c0c8573f4896,Assisting Other Agency,,,,,52,,,Male,6cce93f3e88a15d72ad1abc2fc80435d,,,White,19,Non-Compliant,,,,,,21,,,Male,,FALSE,,,Black,,,,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,2015-04-13 00:00:00,,064d7e8284e20c3f1199927f19477956,Call For Service,,,,,28,,,Male,2bf450478c40847a7509f27592d9a0db,,Minor Bleeding,White,5,Resisting Arrest,,,,,,25,,,Male,,FALSE,No injuries noted or visible,,Black,,Resisting Law Enforcement (M),,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2015-04-24 00:00:00,,76c3cacc6511bce3c85080e5366ffe29,Assisting a Citizen,,,,,37,,,Male,d819d85351283b400ab6e3f989936a1d,,,White,15,Resisting Arrest,,,,,,22,,,Male,,FALSE,No injuries noted or visible,,White,,Criminal Trespass,,Less Lethal-Taser,
23-00089,Indianapolis,IN,,,,2016-05-07 00:00:00,,27614c5ae532ddd84ae17adad8b75a61,Call For Service,,,,,36,,,Male,49e984431f352525174205c39821610e,,,White,11,Non-Compliant,,,,,,37,,,Female,,FALSE,Complaint of Pain,,White,,,,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2017-10-14 00:00:00,,7c341060e937e2d105b159e4f279e7a2,Arrest,,,,,31,,,Male,060d816e090b5f0bae03a09db96cbd0d,,No injuries noted or visible,White,2,Resisting Arrest,,,,,,26,,,Male,,FALSE,,,White,,Possession of Paraphernalia,,Physical-Other,
23-00089,Indianapolis,IN,,,,2016-10-14 00:00:00,,7f224884be87acd184de5958ac65f482,Arrest,,,,,42,,,Male,abb2b39e80d4900e25194aaed90db73d,,BODY FUID,White,13,Assaulting Officer(s),,,,,,35,,,Male,,FALSE,No injuries noted or visible,,Bi-Racial,,Resisting Law Enforcement (M),,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2016-05-31 00:00:00,,531d6adfb2d82f0854d55cee4d588aeb,Assisting a Citizen,,,,,30,,,Male,1959dcb6638562aea533fac3a4fe0c44,,No injuries noted or visible,White,1,Fleeing,,,,,,27,,,Female,,TRUE,Complaint of Pain,,Black,,Resisting Law Enforcement (M),,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2017-04-06 00:00:00,,9240228967b53e00ba87464999275220,Call For Service,,,,,27,,,Male,3183fa30d80781f583a14bab4ec7fd1d,,,White,,Combative Suspect,,,,,,18,,,Male,,TRUE,,,Black,,,,,
23-00089,Indianapolis,IN,,,,2017-03-27 00:00:00,,ecef987c63903eb644593a47a532d800,Traffic Stop,,,,,27,,,Male,92902b8be102c197ba4f6af26a9f16eb,,,White,1,Fleeing,,,,,,46,,,Male,,FALSE,No injuries noted or visible,,Black,,Operating a Vehicle While Intoxicated (M),,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2016-05-14 00:00:00,,e085cd320972debd5b5acb13d77cfd12,Request For PSD,,,,,37,,,Male,ad10bd915e9346169a0f0422affd24b8,,No injuries noted or visible,White,13,Resisting Arrest,,,,,,30,,,Male,,TRUE,Canine Bite,,Black,,Resisting Law Enforcement (M),,Physical-Handcuffing,
23-00089,Indianapolis,IN,,,,2017-12-27 00:00:00,,1e7813f79ab0421ef1d75e109a4d0d2b,Arrest,,,,,31,,,Male,0bd5c734238622e1faa1beda5588c3ef,,No injuries noted or visible,White,2,Resisting Arrest,,,,,,37,,,Male,,TRUE,Minor Bleeding,,White,,Warrant Arrest,,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,2018-04-13 00:00:00,,0d0cfe53cb074acf664b8827d6275b57,Arrest,,,,,29,,,Female,eed4986c6307feb3181a04e54b288990,,Broken Bone,Black,2,Combative Suspect,,,,,,21,,,Male,,FALSE,No injuries noted or visible,,Black,,Resisting Law Enforcement (F),,Physical-Other,
23-00089,Indianapolis,IN,,,,2015-10-17 00:00:00,,0af12d4b543607b3edf1148d36f5c737,Investigation,,,,,37,,,Male,84fe72786ab3a1ec3cbe3a89c35b83d2,,,White,8,Non-Compliant,,,,,,42,,,Male,,TRUE,Complaint of Pain,,White,,Resisting Law Enforcement (F),,Physical-Other,
23-00089,Indianapolis,IN,,,,2016-11-24 00:00:00,,ab5977da05386520eafb1960a2db630d,Assisting a Citizen,,,,,29,,,Male,b58037243dd90517274a0b0455c392f4,,,White,2,Non-Compliant,,,,,,,,,,,TRUE,,,,,,,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2017-07-27 00:00:00,,4d4be438ff349f7dce162c3cee4a7b53,Traffic Stop,,,,,28,,,Male,3183fa30d80781f583a14bab4ec7fd1d,,No injuries noted or visible,White,1,Combative Suspect,,,,,,27,,,Female,,FALSE,No injuries noted or visible,,White,,Possession of Paraphernalia,,Physical-Other,
23-00089,Indianapolis,IN,,,,2015-07-11 00:00:00,,12fc4d332cff9d24eb8111605d01270b,Arrest,,,,,30,,,Male,a4555ab4905cda5e4a1430a69a0afdcd,,Possible Rotator cuff tear,White,5,Resisting Arrest,,,,,,36,,,Male,,FALSE,No injuries noted or visible,,Black,,Resisting Law Enforcement (F),,Less Lethal-Taser,
23-00089,Indianapolis,IN,,,,2016-06-14 00:00:00,,ac7b22c0dc9e6e31e87ed21dc91f7bd5,Investigation,,,,,35,,,Male,e6b72da9ba2bc5ea1628b053799f1d67,,,Hispanic,,Non-Compliant,,,,,,21,,,Male,,TRUE,Minor Scrapes,,Hispanic,,Resisting Law Enforcement (M),,Less Lethal-Taser,
23-00089,Indianapolis,IN,,,,2015-04-05 00:00:00,,5e930bad73f6a1e21835328390ba27e9,Call For Service,,,,,35,,,Female,00757a8e98cf8621e79ccb89e994e00a,,No injuries noted or visible,White,12,Combative Suspect,,,,,,52,,,Female,,FALSE,No injuries noted or visible,,White,,Theft/Receiving Stolen Property,,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2017-09-09 00:00:00,,c0802092e3f8a268b8395a01930c8423,Call For Service,,,,,33,,,Male,1c7f47d40cfd481c849109b068377153,,No injuries noted or visible,White,8,Resisting Arrest,,,,,,22,,,Male,,FALSE,No injuries noted or visible,,Hispanic,,Driving While Suspended,,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,,,7b63c50d799615d5e86872d8ef287d50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-00089,Indianapolis,IN,,,,2017-01-12 00:00:00,,b9303b2d8ef85ee893460dd7c3b4ea66,SWAT Incident,,,,,53,,,Male,65a5e8682801a30a1dbc3ca36186d305,,,Other,28,Non-Compliant,,,,,,24,,,Male,,TRUE,Complaint of Pain,,White,,Immediate Detention,,Less Lethal-Bean Bag,
23-00089,Indianapolis,IN,,,,,,31c878cb67c5270298d2f9ad699e25bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-00089,Indianapolis,IN,,,,2017-07-16 00:00:00,,2445970d1bd2a3ad74301011a41fef98,Arrest,,,,,38,,,Male,acf3fe46ebf69af57ff003814afea3f0,,No injuries noted or visible,Black,9,Resisting Arrest,,,,,,16,,,Male,,FALSE,No injuries noted or visible,,Black,,Resisting Law Enforcement (M),,Physical-Other,
23-00089,Indianapolis,IN,,,,2018-01-05 00:00:00,,a47bc507292a771ccd6a57f6bc310559,Arrest,,,,,24,,,Male,50510625f2449848241d3c42c49cf53c,,No injuries noted or visible,Hispanic,1,Resisting Arrest,,,,,,32,,,Female,,FALSE,Complaint of Pain,,Black,,Forgery,,Physical-Knee Strike,
23-00089,Indianapolis,IN,,,,2016-08-28 00:00:00,,95b7c64f9556a009095afa6b07e820eb,Call For Service,,,,,31,,,Male,ff78917ff2c35f10e72ab5f463698fa0,,,White,6,Combative Suspect,,,,,,21,,,Male,,TRUE,,,Black,,Interfering with Reporting a Crime,,Physical-Take Down,
23-00089,Indianapolis,IN,,,,2017-10-20 00:00:00,,7fc3c390400455326339c2dbdece8da0,Arrest,,,,,37,,,Male,582633c875d543d7078c544f0230e5a0,,No injuries noted or visible,White,2,Fleeing,,,,,,26,,,Male,,FALSE,No injuries noted or visible,,Bi-Racial,,Escape,,Physical-Other,
23-00089,Indianapolis,IN,,,,2017-01-02 00:00:00,,c2b55b92a18735281e0586d7595afd8d,Call For Service,,,,,31,,,Male,a8ba0531bf65c04659be5f2e93994f08,,,White,6,Resisting Arrest,,,,,,20,,,Male,,FALSE,,,White,,Immediate Detention,,Physical-Weight Leverage,
23-00089,Indianapolis,IN,,,,,,6d5bf60ef12debd0f7c12aa4a37e0a27,Arrest,,,,,39,,,Male,5e0e5b80471ca78cd50106a4c844ae4d,,,White,6,Assaulting Officer(s),,,,,,19,,,Female,,FALSE,No injuries noted or visible,,Black,,Battery (F),,Less Lethal-CS/OC,
23-00089,Indianapolis,IN,,,,2017-09-21 00:00:00,,6995ab3456cccb2437e73be8bdba7522,Arrest,,,,,33,,,Male,02f8a4369c1328fc65a5dd26ecdcdcb5,,No injuries noted or visible,Black,2,Resisting Arrest,,,,,,34,,,Female,,FALSE,No injuries noted or visible,,Black,,Resisting Law Enforcement (M),,Physical-Weight Leverage,
